2016ID,packID,row,group.position,position,maternalID,paternalID,maternalpositionID,maternalrow,maternalposition,seed.mass,cohort,row,position,planting.notes
1720,457,304,1,1.2,11,27,NA,NA,NA,NA,greenhouse,304,1.2,
1721,460,304,3,2.8,74,25,NA,NA,NA,9.15,greenhouse,304,2.8,
1722,460,304,3,2.9,74,25,NA,NA,NA,NA,greenhouse,304,2.9,
1723,460,304,3,3,74,25,NA,NA,NA,NA,greenhouse,304,3,
1724,460,304,3,3.1,74,25,NA,NA,NA,NA,greenhouse,304,3.1,
1725,460,304,3,3.2,74,25,NA,NA,NA,NA,greenhouse,304,3.2,
1726,461,304,5,4.8,66,61,NA,NA,NA,11.44,greenhouse,304,4.8,
1727,461,304,5,4.9,66,61,NA,NA,NA,NA,greenhouse,304,4.9,
1728,461,304,5,5,66,61,NA,NA,NA,NA,greenhouse,304,5,
1729,461,304,5,5.1,66,61,NA,NA,NA,NA,greenhouse,304,5.1,
1730,461,304,5,5.2,66,61,NA,NA,NA,NA,greenhouse,304,5.2,
1731,462,304,7,6.8,34,75,NA,NA,NA,11.37,greenhouse,304,6.8,
1732,462,304,7,6.9,34,75,NA,NA,NA,NA,greenhouse,304,6.9,
1733,462,304,7,7,34,75,NA,NA,NA,NA,greenhouse,304,7,
1734,462,304,7,7.1,34,75,NA,NA,NA,NA,greenhouse,304,7.1,
1735,462,304,7,7.2,34,75,NA,NA,NA,NA,greenhouse,304,7.2,
1736,466,304,9,8.8,3,69,NA,NA,NA,6.45,greenhouse,304,8.8,
1737,466,304,9,8.9,3,69,NA,NA,NA,NA,greenhouse,304,8.9,
1738,466,304,9,9,3,69,NA,NA,NA,NA,greenhouse,304,9,
1739,466,304,9,9.1,3,69,NA,NA,NA,NA,greenhouse,304,9.1,seed is at large
1740,466,304,9,9.2,3,69,NA,NA,NA,NA,greenhouse,304,9.2,seed is at large
1741,467,304,11,10.8,73,67,NA,NA,NA,11.19,greenhouse,304,10.8,
1742,467,304,11,10.9,73,67,NA,NA,NA,NA,greenhouse,304,10.9,
1743,467,304,11,11,73,67,NA,NA,NA,NA,greenhouse,304,11,
1744,467,304,11,11.1,73,67,NA,NA,NA,NA,greenhouse,304,11.1,
1745,467,304,11,11.2,73,67,NA,NA,NA,NA,greenhouse,304,11.2,
1746,478,304,13,12.8,50,96,NA,NA,NA,10.11,greenhouse,304,12.8,
1747,478,304,13,12.9,50,96,NA,NA,NA,NA,greenhouse,304,12.9,
1748,478,304,13,13,50,96,NA,NA,NA,NA,greenhouse,304,13,
1749,478,304,13,13.1,50,96,NA,NA,NA,NA,greenhouse,304,13.1,
1750,478,304,13,13.2,50,96,NA,NA,NA,NA,greenhouse,304,13.2,
1751,482,304,15,14.8,86,1,NA,NA,NA,13.29,greenhouse,304,14.8,
1752,482,304,15,14.9,86,1,NA,NA,NA,NA,greenhouse,304,14.9,
1753,482,304,15,15,86,1,NA,NA,NA,NA,greenhouse,304,15,
1754,482,304,15,15.1,86,1,NA,NA,NA,NA,greenhouse,304,15.1,
1755,482,304,15,15.2,86,1,NA,NA,NA,NA,greenhouse,304,15.2,
1756,486,304,17,16.8,63,31,NA,NA,NA,10.02,greenhouse,304,16.8,
1757,486,304,17,16.9,63,31,NA,NA,NA,NA,greenhouse,304,16.9,
1758,486,304,17,17,63,31,NA,NA,NA,NA,greenhouse,304,17,
1759,486,304,17,17.1,63,31,NA,NA,NA,NA,greenhouse,304,17.1,
1760,486,304,17,17.2,63,31,NA,NA,NA,NA,greenhouse,304,17.2,
1761,489,304,19,18.8,19,52,NA,NA,NA,8.4,greenhouse,304,18.8,
1762,489,304,19,18.9,19,52,NA,NA,NA,NA,greenhouse,304,18.9,
1763,489,304,19,19,19,52,NA,NA,NA,NA,greenhouse,304,19,
1764,489,304,19,19.1,19,52,NA,NA,NA,NA,greenhouse,304,19.1,
1765,489,304,19,19.2,19,52,NA,NA,NA,NA,greenhouse,304,19.2,
1766,491,304,21,20.8,58,89,NA,NA,NA,6.16,greenhouse,304,20.8,
1767,491,304,21,20.9,58,89,NA,NA,NA,NA,greenhouse,304,20.9,
1768,491,304,21,21,58,89,NA,NA,NA,NA,greenhouse,304,21,
1769,491,304,21,21.1,58,89,NA,NA,NA,NA,greenhouse,304,21.1,
1770,491,304,21,21.2,58,89,NA,NA,NA,NA,greenhouse,304,21.2,
1771,494,304,23,22.8,51,55,NA,NA,NA,8.13,greenhouse,304,22.8,
1772,494,304,23,22.9,51,55,NA,NA,NA,NA,greenhouse,304,22.9,
1773,494,304,23,23,51,55,NA,NA,NA,NA,greenhouse,304,23,
1774,494,304,23,23.1,51,55,NA,NA,NA,NA,greenhouse,304,23.1,
1775,494,304,23,23.2,51,55,NA,NA,NA,NA,greenhouse,304,23.2,
1776,499,304,25,24.8,63,31,NA,NA,NA,10.59,greenhouse,304,24.8,
1777,499,304,25,24.9,63,31,NA,NA,NA,NA,greenhouse,304,24.9,
1778,499,304,25,25,63,31,NA,NA,NA,NA,greenhouse,304,25,
1779,499,304,25,25.1,63,31,NA,NA,NA,NA,greenhouse,304,25.1,
1780,499,304,25,25.2,63,31,NA,NA,NA,NA,greenhouse,304,25.2,
1781,500,304,27,26.8,49,67,NA,NA,NA,6.09,greenhouse,304,26.8,2 seeds planted at 26.8; no seed planted at 26.9
1782,NA,304,27,26.9,NA,NA,NA,NA,NA,NA,greenhouse,304,26.9,2 seeds planted at 26.8; no seed planted at 26.9
1783,500,304,27,27,49,67,NA,NA,NA,NA,greenhouse,304,27,
1784,500,304,27,27.1,49,67,NA,NA,NA,NA,greenhouse,304,27.1,
1785,500,304,27,27.2,49,67,NA,NA,NA,NA,greenhouse,304,27.2,
1786,501,304,29,28.8,39,15,NA,NA,NA,11.97,greenhouse,304,28.8,
1787,501,304,29,28.9,39,15,NA,NA,NA,NA,greenhouse,304,28.9,
1788,501,304,29,29,39,15,NA,NA,NA,NA,greenhouse,304,29,
1789,501,304,29,29.1,39,15,NA,NA,NA,NA,greenhouse,304,29.1,
1790,501,304,29,29.2,39,15,NA,NA,NA,NA,greenhouse,304,29.2,
1791,507,304,31,30.8,30,98,NA,NA,NA,9.55,greenhouse,304,30.8,
1792,507,304,31,30.9,30,98,NA,NA,NA,NA,greenhouse,304,30.9,
1793,507,304,31,31,30,98,NA,NA,NA,NA,greenhouse,304,31,
1794,507,304,31,31.1,30,98,NA,NA,NA,NA,greenhouse,304,31.1,
1795,507,304,31,31.2,30,98,NA,NA,NA,NA,greenhouse,304,31.2,
1796,509,304,33,32.8,11,27,NA,NA,NA,11.55,greenhouse,304,32.8,
1797,509,304,33,32.9,11,27,NA,NA,NA,NA,greenhouse,304,32.9,
1798,509,304,33,33,11,27,NA,NA,NA,NA,greenhouse,304,33,
1799,509,304,33,33.1,11,27,NA,NA,NA,NA,greenhouse,304,33.1,
1800,509,304,33,33.2,11,27,NA,NA,NA,NA,greenhouse,304,33.2,
1801,511,304,35,34.8,29,75,NA,NA,NA,7.6,greenhouse,304,34.8,
1802,511,304,35,34.9,29,75,NA,NA,NA,NA,greenhouse,304,34.9,
1803,511,304,35,35,29,75,NA,NA,NA,NA,greenhouse,304,35,
1804,511,304,35,35.1,29,75,NA,NA,NA,NA,greenhouse,304,35.1,
1805,511,304,35,35.2,29,75,NA,NA,NA,NA,greenhouse,304,35.2,
1806,512,304,37,36.8,86,1,NA,NA,NA,14.68,greenhouse,304,36.8,
1807,512,304,37,36.9,86,1,NA,NA,NA,NA,greenhouse,304,36.9,
1808,512,304,37,37,86,1,NA,NA,NA,NA,greenhouse,304,37,
1809,512,304,37,37.1,86,1,NA,NA,NA,NA,greenhouse,304,37.1,
1810,512,304,37,37.2,86,1,NA,NA,NA,NA,greenhouse,304,37.2,
1811,513,304,39,38.8,65,35,NA,NA,NA,10.82,greenhouse,304,38.8,
1812,513,304,39,38.9,65,35,NA,NA,NA,NA,greenhouse,304,38.9,
1813,513,304,39,39,65,35,NA,NA,NA,NA,greenhouse,304,39,
1814,513,304,39,39.1,65,35,NA,NA,NA,NA,greenhouse,304,39.1,
1815,513,304,39,39.2,65,35,NA,NA,NA,NA,greenhouse,304,39.2,
1816,525,304,41,40.8,20,89,NA,NA,NA,10.52,greenhouse,304,40.8,
1817,525,304,41,40.9,20,89,NA,NA,NA,NA,greenhouse,304,40.9,
1818,525,304,41,41,20,89,NA,NA,NA,NA,greenhouse,304,41,
1819,525,304,41,41.1,20,89,NA,NA,NA,NA,greenhouse,304,41.1,
1820,525,304,41,41.2,20,89,NA,NA,NA,NA,greenhouse,304,41.2,
1821,526,304,43,42.8,74,25,NA,NA,NA,10.91,greenhouse,304,42.8,
1822,526,304,43,42.9,74,25,NA,NA,NA,NA,greenhouse,304,42.9,
1823,526,304,43,43,74,25,NA,NA,NA,NA,greenhouse,304,43,
1824,526,304,43,43.1,74,25,NA,NA,NA,NA,greenhouse,304,43.1,
1825,526,304,43,43.2,74,25,NA,NA,NA,NA,greenhouse,304,43.2,seed is at large
1826,534,304,45,44.8,88,98,NA,NA,NA,8.69,greenhouse,304,44.8,
1827,534,304,45,44.9,88,98,NA,NA,NA,NA,greenhouse,304,44.9,
1828,534,304,45,45,88,98,NA,NA,NA,NA,greenhouse,304,45,
1829,534,304,45,45.1,88,98,NA,NA,NA,NA,greenhouse,304,45.1,
1830,534,304,45,45.2,88,98,NA,NA,NA,NA,greenhouse,304,45.2,
1831,539,304,47,46.8,76,42,NA,NA,NA,9.75,greenhouse,304,46.8,
1832,539,304,47,46.9,76,42,NA,NA,NA,NA,greenhouse,304,46.9,
1833,539,304,47,47,76,42,NA,NA,NA,NA,greenhouse,304,47,
1834,539,304,47,47.1,76,42,NA,NA,NA,NA,greenhouse,304,47.1,
1835,539,304,47,47.2,76,42,NA,NA,NA,NA,greenhouse,304,47.2,
1836,540,304,49,48.8,54,25,NA,NA,NA,9.69,greenhouse,304,48.8,
1837,540,304,49,48.9,54,25,NA,NA,NA,NA,greenhouse,304,48.9,
1838,540,304,49,49,54,25,NA,NA,NA,NA,greenhouse,304,49,
1839,540,304,49,49.1,54,25,NA,NA,NA,NA,greenhouse,304,49.1,
1840,540,304,49,49.2,54,25,NA,NA,NA,NA,greenhouse,304,49.2,
1841,542,307,1,0.8,7,8,NA,NA,NA,11.87,greenhouse,307,0.8,
1842,542,307,1,0.9,7,8,NA,NA,NA,NA,greenhouse,307,0.9,
1843,542,307,1,1,7,8,NA,NA,NA,NA,greenhouse,307,1,
1844,542,307,1,1.1,7,8,NA,NA,NA,NA,greenhouse,307,1.1,
1845,542,307,1,1.2,7,8,NA,NA,NA,NA,greenhouse,307,1.2,
1846,545,307,3,2.8,45,8,NA,NA,NA,6.93,greenhouse,307,2.8,
1847,545,307,3,2.9,45,8,NA,NA,NA,NA,greenhouse,307,2.9,
1848,545,307,3,3,45,8,NA,NA,NA,NA,greenhouse,307,3,
1849,545,307,3,3.1,45,8,NA,NA,NA,NA,greenhouse,307,3.1,
1850,545,307,3,3.2,45,8,NA,NA,NA,NA,greenhouse,307,3.2,
1851,546,307,5,4.8,97,52,NA,NA,NA,10.96,greenhouse,307,4.8,
1852,546,307,5,4.9,97,52,NA,NA,NA,NA,greenhouse,307,4.9,"seed is at large, probably near 4.8"
1853,546,307,5,5,97,52,NA,NA,NA,NA,greenhouse,307,5,"seed is at large, probably near 4.8"
1854,546,307,5,5.1,97,52,NA,NA,NA,NA,greenhouse,307,5.1,"seed is at large, probably near 4.8"
1855,546,307,5,5.2,97,52,NA,NA,NA,NA,greenhouse,307,5.2,"seed is at large, probably near 4.8"
1856,547,307,7,6.8,39,15,NA,NA,NA,11.42,greenhouse,307,6.8,
1857,547,307,7,6.9,39,15,NA,NA,NA,NA,greenhouse,307,6.9,
1858,547,307,7,7,39,15,NA,NA,NA,NA,greenhouse,307,7,
1859,547,307,7,7.1,39,15,NA,NA,NA,NA,greenhouse,307,7.1,
1860,547,307,7,7.2,39,15,NA,NA,NA,NA,greenhouse,307,7.2,
1861,549,307,9,8.8,16,43,NA,NA,NA,10.87,greenhouse,307,8.8,
1862,549,307,9,8.9,16,43,NA,NA,NA,NA,greenhouse,307,8.9,
1863,549,307,9,9,16,43,NA,NA,NA,NA,greenhouse,307,9,
1864,549,307,9,9.1,16,43,NA,NA,NA,NA,greenhouse,307,9.1,
1865,549,307,9,9.2,16,43,NA,NA,NA,NA,greenhouse,307,9.2,
1866,552,307,11,10.8,41,89,NA,NA,NA,9.61,greenhouse,307,10.8,
1867,552,307,11,10.9,41,89,NA,NA,NA,NA,greenhouse,307,10.9,
1868,552,307,11,11,41,89,NA,NA,NA,NA,greenhouse,307,11,
1869,552,307,11,11.1,41,89,NA,NA,NA,NA,greenhouse,307,11.1,
1870,552,307,11,11.2,41,89,NA,NA,NA,NA,greenhouse,307,11.2,
1871,553,307,13,12.8,54,25,NA,NA,NA,8.92,greenhouse,307,12.8,
1872,553,307,13,12.9,54,25,NA,NA,NA,NA,greenhouse,307,12.9,
1873,553,307,13,13,54,25,NA,NA,NA,NA,greenhouse,307,13,
1874,553,307,13,13.1,54,25,NA,NA,NA,NA,greenhouse,307,13.1,
1875,553,307,13,13.2,54,25,NA,NA,NA,NA,greenhouse,307,13.2,
1876,564,307,15,14.8,97,52,NA,NA,NA,11.76,greenhouse,307,14.8,
1877,564,307,15,14.9,97,52,NA,NA,NA,NA,greenhouse,307,14.9,
1878,564,307,15,15,97,52,NA,NA,NA,NA,greenhouse,307,15,
1879,564,307,15,15.1,97,52,NA,NA,NA,NA,greenhouse,307,15.1,seed is at large
1880,564,307,15,15.2,97,52,NA,NA,NA,NA,greenhouse,307,15.2,seed is at large
1881,566,307,17,16.8,46,69,NA,NA,NA,9.76,greenhouse,307,16.8,
1882,566,307,17,16.9,46,69,NA,NA,NA,NA,greenhouse,307,16.9,
1883,566,307,17,17,46,69,NA,NA,NA,NA,greenhouse,307,17,
1884,566,307,17,17.1,46,69,NA,NA,NA,NA,greenhouse,307,17.1,
1885,566,307,17,17.2,46,69,NA,NA,NA,NA,greenhouse,307,17.2,
1886,567,307,19,18.8,92,15,NA,NA,NA,10.58,greenhouse,307,18.8,
1887,567,307,19,18.9,92,15,NA,NA,NA,NA,greenhouse,307,18.9,
1888,567,307,19,19,92,15,NA,NA,NA,NA,greenhouse,307,19,
1889,567,307,19,19.1,92,15,NA,NA,NA,NA,greenhouse,307,19.1,
1890,567,307,19,19.2,92,15,NA,NA,NA,NA,greenhouse,307,19.2,
1891,572,307,21,20.8,40,43,NA,NA,NA,9.49,greenhouse,307,20.8,
1892,572,307,21,20.9,40,43,NA,NA,NA,NA,greenhouse,307,20.9,
1893,572,307,21,21,40,43,NA,NA,NA,NA,greenhouse,307,21,
1894,572,307,21,21.1,40,43,NA,NA,NA,NA,greenhouse,307,21.1,
1895,572,307,21,21.2,40,43,NA,NA,NA,NA,greenhouse,307,21.2,
1896,575,307,23,22.8,36,61,NA,NA,NA,10.69,greenhouse,307,22.8,
1897,575,307,23,22.9,36,61,NA,NA,NA,NA,greenhouse,307,22.9,
1898,575,307,23,23,36,61,NA,NA,NA,NA,greenhouse,307,23,
1899,575,307,23,23.1,36,61,NA,NA,NA,NA,greenhouse,307,23.1,
1900,575,307,23,23.2,36,61,NA,NA,NA,NA,greenhouse,307,23.2,
1901,576,307,25,24.8,11,27,NA,NA,NA,9.02,greenhouse,307,24.8,
1902,576,307,25,24.9,11,27,NA,NA,NA,NA,greenhouse,307,24.9,
1903,576,307,25,25,11,27,NA,NA,NA,NA,greenhouse,307,25,
1904,576,307,25,25.1,11,27,NA,NA,NA,NA,greenhouse,307,25.1,
1905,576,307,25,25.2,11,27,NA,NA,NA,NA,greenhouse,307,25.2,
1906,590,307,27,26.8,73,67,NA,NA,NA,10.85,greenhouse,307,26.8,
1907,590,307,27,26.9,73,67,NA,NA,NA,NA,greenhouse,307,26.9,
1908,590,307,27,27,73,67,NA,NA,NA,NA,greenhouse,307,27,
1909,590,307,27,27.1,73,67,NA,NA,NA,NA,greenhouse,307,27.1,
1910,590,307,27,27.2,73,67,NA,NA,NA,NA,greenhouse,307,27.2,
1911,591,307,29,28.8,47,67,NA,NA,NA,NA,greenhouse,307,28.8,no seed planted
1912,591,307,29,28.9,47,67,NA,NA,NA,11.55,greenhouse,307,28.9,"2 seeds planted, including painted/weighed seed"
1913,591,307,29,29,47,67,NA,NA,NA,NA,greenhouse,307,29,
1914,591,307,29,29.1,47,67,NA,NA,NA,NA,greenhouse,307,29.1,
1915,591,307,29,29.2,47,67,NA,NA,NA,NA,greenhouse,307,29.2,
1916,593,307,31,30.8,37,55,NA,NA,NA,9.7,greenhouse,307,30.8,
1917,593,307,31,30.9,37,55,NA,NA,NA,NA,greenhouse,307,30.9,
1918,593,307,31,31,37,55,NA,NA,NA,NA,greenhouse,307,31,
1919,593,307,31,31.1,37,55,NA,NA,NA,NA,greenhouse,307,31.1,
1920,593,307,31,31.2,37,55,NA,NA,NA,NA,greenhouse,307,31.2,
1921,594,307,33,32.8,47,67,NA,NA,NA,11.51,greenhouse,307,32.8,
1922,594,307,33,32.9,47,67,NA,NA,NA,NA,greenhouse,307,32.9,
1923,594,307,33,33,47,67,NA,NA,NA,NA,greenhouse,307,33,
1924,594,307,33,33.1,47,67,NA,NA,NA,NA,greenhouse,307,33.1,
1925,594,307,33,33.2,47,67,NA,NA,NA,NA,greenhouse,307,33.2,
1926,601,307,35,34.8,72,21,NA,NA,NA,11.92,greenhouse,307,34.8,
1927,601,307,35,34.9,72,21,NA,NA,NA,NA,greenhouse,307,34.9,
1928,601,307,35,35,72,21,NA,NA,NA,NA,greenhouse,307,35,
1929,601,307,35,35.1,72,21,NA,NA,NA,NA,greenhouse,307,35.1,
1930,601,307,35,35.2,72,21,NA,NA,NA,NA,greenhouse,307,35.2,
1931,602,307,37,36.8,70,35,NA,NA,NA,5.17,greenhouse,307,36.8,
1932,602,307,37,36.9,70,35,NA,NA,NA,NA,greenhouse,307,36.9,
1933,602,307,37,37,70,35,NA,NA,NA,NA,greenhouse,307,37,
1934,602,307,37,37.1,70,35,NA,NA,NA,NA,greenhouse,307,37.1,
1935,602,307,37,37.2,70,35,NA,NA,NA,NA,greenhouse,307,37.2,
1936,603,307,39,38.8,66,61,NA,NA,NA,11.7,greenhouse,307,38.8,
1937,603,307,39,38.9,66,61,NA,NA,NA,NA,greenhouse,307,38.9,
1938,603,307,39,39,66,61,NA,NA,NA,NA,greenhouse,307,39,
1939,603,307,39,39.1,66,61,NA,NA,NA,NA,greenhouse,307,39.1,
1940,603,307,39,39.2,66,61,NA,NA,NA,NA,greenhouse,307,39.2,
1941,612,307,41,40.8,74,25,NA,NA,NA,9.86,greenhouse,307,40.8,
1942,612,307,41,40.9,74,25,NA,NA,NA,NA,greenhouse,307,40.9,
1943,612,307,41,41,74,25,NA,NA,NA,NA,greenhouse,307,41,
1944,612,307,41,41.1,74,25,NA,NA,NA,NA,greenhouse,307,41.1,
1945,612,307,41,41.2,74,25,NA,NA,NA,NA,greenhouse,307,41.2,
1946,613,307,43,42.8,57,96,NA,NA,NA,14.02,greenhouse,307,42.8,
1947,613,307,43,42.9,57,96,NA,NA,NA,NA,greenhouse,307,42.9,
1948,613,307,43,43,57,96,NA,NA,NA,NA,greenhouse,307,43,
1949,613,307,43,43.1,57,96,NA,NA,NA,NA,greenhouse,307,43.1,
1950,613,307,43,43.2,57,96,NA,NA,NA,NA,greenhouse,307,43.2,
1951,616,307,45,44.8,57,96,NA,NA,NA,13.43,greenhouse,307,44.8,
1952,616,307,45,44.9,57,96,NA,NA,NA,NA,greenhouse,307,44.9,
1953,616,307,45,45,57,96,NA,NA,NA,NA,greenhouse,307,45,
1954,616,307,45,45.1,57,96,NA,NA,NA,NA,greenhouse,307,45.1,
1955,616,307,45,45.2,57,96,NA,NA,NA,NA,greenhouse,307,45.2,
1956,617,307,47,46.8,40,43,NA,NA,NA,8.99,greenhouse,307,46.8,
1957,617,307,47,46.9,40,43,NA,NA,NA,NA,greenhouse,307,46.9,
1958,617,307,47,47,40,43,NA,NA,NA,NA,greenhouse,307,47,
1959,617,307,47,47.1,40,43,NA,NA,NA,NA,greenhouse,307,47.1,
1960,617,307,47,47.2,40,43,NA,NA,NA,NA,greenhouse,307,47.2,
1961,619,307,49,48.8,20,89,NA,NA,NA,9.26,greenhouse,307,48.8,
1962,619,307,49,48.9,20,89,NA,NA,NA,NA,greenhouse,307,48.9,
1963,619,307,49,49,20,89,NA,NA,NA,NA,greenhouse,307,49,
1964,619,307,49,49.1,20,89,NA,NA,NA,NA,greenhouse,307,49.1,
1965,619,307,49,49.2,20,89,NA,NA,NA,NA,greenhouse,307,49.2,
1966,621,314,1,0.8,51,55,NA,NA,NA,8.93,greenhouse,314,0.8,
1967,621,314,1,0.9,51,55,NA,NA,NA,NA,greenhouse,314,0.9,
1968,621,314,1,1,51,55,NA,NA,NA,NA,greenhouse,314,1,
1969,621,314,1,1.1,51,55,NA,NA,NA,NA,greenhouse,314,1.1,
1970,621,314,1,1.2,51,55,NA,NA,NA,NA,greenhouse,314,1.2,seed is at large
1971,625,314,3,2.8,33,61,NA,NA,NA,12.84,greenhouse,314,2.8,
1972,625,314,3,2.9,33,61,NA,NA,NA,NA,greenhouse,314,2.9,
1973,625,314,3,3,33,61,NA,NA,NA,NA,greenhouse,314,3,
1974,625,314,3,3.1,33,61,NA,NA,NA,NA,greenhouse,314,3.1,
1975,625,314,3,3.2,33,61,NA,NA,NA,NA,greenhouse,314,3.2,
1976,627,314,5,4.8,12,8,NA,NA,NA,8.1,greenhouse,314,4.8,
1977,627,314,5,4.9,12,8,NA,NA,NA,NA,greenhouse,314,4.9,
1978,627,314,5,5,12,8,NA,NA,NA,NA,greenhouse,314,5,
1979,627,314,5,5.1,12,8,NA,NA,NA,NA,greenhouse,314,5.1,
1980,627,314,5,5.2,12,8,NA,NA,NA,NA,greenhouse,314,5.2,
1981,630,314,7,6.8,2,24,NA,NA,NA,10.75,greenhouse,314,6.8,
1982,630,314,7,6.9,2,24,NA,NA,NA,NA,greenhouse,314,6.9,
1983,630,314,7,7,2,24,NA,NA,NA,NA,greenhouse,314,7,
1984,630,314,7,7.1,2,24,NA,NA,NA,NA,greenhouse,314,7.1,
1985,630,314,7,7.2,2,24,NA,NA,NA,NA,greenhouse,314,7.2,
1986,631,314,9,8.8,41,89,NA,NA,NA,12.48,greenhouse,314,8.8,
1987,631,314,9,8.9,41,89,NA,NA,NA,NA,greenhouse,314,8.9,
1988,631,314,9,9,41,89,NA,NA,NA,NA,greenhouse,314,9,
1989,631,314,9,9.1,41,89,NA,NA,NA,NA,greenhouse,314,9.1,
1990,631,314,9,9.2,41,89,NA,NA,NA,NA,greenhouse,314,9.2,
1991,632,314,11,10.8,72,21,NA,NA,NA,13.11,greenhouse,314,10.8,
1992,632,314,11,10.9,72,21,NA,NA,NA,NA,greenhouse,314,10.9,
1993,632,314,11,11,72,21,NA,NA,NA,NA,greenhouse,314,11,
1994,632,314,11,11.1,72,21,NA,NA,NA,NA,greenhouse,314,11.1,
1995,632,314,11,11.2,72,21,NA,NA,NA,NA,greenhouse,314,11.2,
1996,639,314,13,12.8,37,55,NA,NA,NA,9.99,greenhouse,314,12.8,
1997,639,314,13,12.9,37,55,NA,NA,NA,NA,greenhouse,314,12.9,
1998,639,314,13,13,37,55,NA,NA,NA,NA,greenhouse,314,13,
1999,639,314,13,13.1,37,55,NA,NA,NA,NA,greenhouse,314,13.1,
2000,639,314,13,13.2,37,55,NA,NA,NA,NA,greenhouse,314,13.2,
2001,648,314,15,14.8,28,69,NA,NA,NA,8.3,greenhouse,314,14.8,
2002,648,314,15,14.9,28,69,NA,NA,NA,NA,greenhouse,314,14.9,
2003,648,314,15,15,28,69,NA,NA,NA,NA,greenhouse,314,15,
2004,648,314,15,15.1,28,69,NA,NA,NA,NA,greenhouse,314,15.1,
2005,648,314,15,15.2,28,69,NA,NA,NA,NA,greenhouse,314,15.2,
2006,651,314,17,16.8,12,8,NA,NA,NA,13.26,greenhouse,314,16.8,
2007,651,314,17,16.9,12,8,NA,NA,NA,NA,greenhouse,314,16.9,
2008,651,314,17,17,12,8,NA,NA,NA,NA,greenhouse,314,17,
2009,651,314,17,17.1,12,8,NA,NA,NA,NA,greenhouse,314,17.1,
2010,651,314,17,17.2,12,8,NA,NA,NA,NA,greenhouse,314,17.2,
2011,652,314,19,18.8,5,21,NA,NA,NA,9.81,greenhouse,314,18.8,
2012,652,314,19,18.9,5,21,NA,NA,NA,NA,greenhouse,314,18.9,
2013,652,314,19,19,5,21,NA,NA,NA,NA,greenhouse,314,19,
2014,652,314,19,19.1,5,21,NA,NA,NA,NA,greenhouse,314,19.1,
2015,652,314,19,19.2,5,21,NA,NA,NA,NA,greenhouse,314,19.2,
2016,654,314,21,20.8,70,35,NA,NA,NA,9.57,greenhouse,314,20.8,
2017,654,314,21,20.9,70,35,NA,NA,NA,NA,greenhouse,314,20.9,
2018,654,314,21,21,70,35,NA,NA,NA,NA,greenhouse,314,21,
2019,654,314,21,21.1,70,35,NA,NA,NA,NA,greenhouse,314,21.1,
2020,654,314,21,21.2,70,35,NA,NA,NA,NA,greenhouse,314,21.2,
2021,656,314,23,22.8,3,69,NA,NA,NA,3.92,greenhouse,314,22.8,
2022,656,314,23,22.9,3,69,NA,NA,NA,NA,greenhouse,314,22.9,
2023,656,314,23,23,3,69,NA,NA,NA,NA,greenhouse,314,23,
2024,656,314,23,23.1,3,69,NA,NA,NA,NA,greenhouse,314,23.1,
2025,656,314,23,23.2,3,69,NA,NA,NA,NA,greenhouse,314,23.2,
2026,657,314,25,24.8,71,35,NA,NA,NA,9.59,greenhouse,314,24.8,
2027,657,314,25,24.9,71,35,NA,NA,NA,NA,greenhouse,314,24.9,
2028,657,314,25,25,71,35,NA,NA,NA,NA,greenhouse,314,25,
2029,657,314,25,25.1,71,35,NA,NA,NA,NA,greenhouse,314,25.1,
2030,657,314,25,25.2,71,35,NA,NA,NA,NA,greenhouse,314,25.2,
2031,659,314,27,26.8,34,75,NA,NA,NA,9.7,greenhouse,314,26.8,
2032,659,314,27,26.9,34,75,NA,NA,NA,NA,greenhouse,314,26.9,
2033,659,314,27,27,34,75,NA,NA,NA,NA,greenhouse,314,27,
2034,659,314,27,27.1,34,75,NA,NA,NA,NA,greenhouse,314,27.1,
2035,659,314,27,27.2,34,75,NA,NA,NA,NA,greenhouse,314,27.2,
2036,660,314,29,28.8,10,24,NA,NA,NA,11.77,greenhouse,314,28.8,
2037,660,314,29,28.9,10,24,NA,NA,NA,NA,greenhouse,314,28.9,
2038,660,314,29,29,10,24,NA,NA,NA,NA,greenhouse,314,29,
2039,660,314,29,29.1,10,24,NA,NA,NA,NA,greenhouse,314,29.1,
2040,660,314,29,29.2,10,24,NA,NA,NA,NA,greenhouse,314,29.2,
2041,661,314,31,30.8,70,35,NA,NA,NA,7.92,greenhouse,314,30.8,
2042,661,314,31,30.9,70,35,NA,NA,NA,NA,greenhouse,314,30.9,
2043,661,314,31,31,70,35,NA,NA,NA,NA,greenhouse,314,31,
2044,661,314,31,31.1,70,35,NA,NA,NA,NA,greenhouse,314,31.1,
2045,661,314,31,31.2,70,35,NA,NA,NA,NA,greenhouse,314,31.2,
2046,662,314,33,32.8,22,31,NA,NA,NA,11.23,greenhouse,314,32.8,
2047,662,314,33,32.9,22,31,NA,NA,NA,NA,greenhouse,314,32.9,
2048,662,314,33,33,22,31,NA,NA,NA,NA,greenhouse,314,33,
2049,662,314,33,33.1,22,31,NA,NA,NA,NA,greenhouse,314,33.1,
2050,662,314,33,33.2,22,31,NA,NA,NA,NA,greenhouse,314,33.2,
2051,664,314,35,34.8,56,27,NA,NA,NA,10.89,greenhouse,314,34.8,
